Date,Close
2017-07-19,2294.4050
2017-07-20,2877.3863
2017-07-21,2694.2913
2017-07-22,2838.8100
2017-07-23,2762.6263
2017-07-24,2779.0438
2017-07-25,2591.2163
2017-07-26,2550.1800
2017-07-27,2697.4725
2017-07-28,2805.1788
2017-07-29,2720.0800
2017-07-30,2746.3263
2017-07-31,2873.8325
2017-08-01,2735.5875
2017-08-02,2723.5800
2017-08-03,2814.3613
2017-08-04,2883.6813
2017-08-05,3301.7588
2017-08-06,3255.0025
2017-08-07,3431.9688
2017-08-08,3453.1625
2017-08-09,3377.5438
2017-08-10,3445.2800
2017-08-11,3679.6075
2017-08-12,3917.6488
2017-08-13,4111.1963
2017-08-14,4382.7413
2017-08-15,4204.4300
2017-08-16,4425.2963
2017-08-17,4316.3400
2017-08-18,4159.4575

"This data was produced from the CoinDesk price page."
http://www.coindesk.com/price/
